PassengerId,Name,HomePlanet,Destination,Age,AgeGroup,CryoSleep,VIP,Cabin,Deck,CabinNum,Side,Group,GroupSize,IsSolo,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,TotalSpent,HasSpent,SpendCategory,RoomService_Share,FoodCourt_Share,ShoppingMall_Share,Spa_Share,VRDeck_Share,Transported,Pred_Transported,Pred_Proba_Transport,Pred_Proba_NoTransport,Cluster_ID,Cluster_Name,Cluster_Transport_Rate,Cluster_NoTransport_Rate,ACM_Axe1,ACM_Axe2,ACM_Axe3,ACM_Axe4,ACM_Axe5,ACM_Axe6,ACM_Axe7,ACM_Axe8,ACM_Axe9,ACM_Axe10,P_Cluster_0_Cryo_Corps,P_Cluster_1_Colons,P_Cluster_2_Luxuria,P_Cluster_3_Voyageurs_Pro,P_Cluster_4_Jeunes_Nomades,Split,Is_Correct_Prediction
5874_01,Gory Simonsents,Earth,PSO J318.5-22,51.0,41-60,1,0,G/953/S,G,953,S,5874,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.9933,0.0067,2,Luxuria,0.638,0.362,-0.3765,0.8618,-0.2455,0.1853,-0.4313,0.2865,-0.0772,-0.5171,0.1402,0.4032,0.1262,0.1777,0.398,0.1507,0.1474,Train,1.0
5875_01,Toddie Nasquez,Earth,TRAPPIST-1e,49.0,41-60,0,0,E/381/S,E,381,S,5875,1,1,20,0,0,769,0,789,1,Faible,0.0253,0.0,0.0,0.9747,0.0,0.0,0,0.0767,0.9233,1,Colons,0.3,0.7,-0.2523,-0.4822,-0.1538,-0.2534,0.301,-0.5864,0.445,-0.4053,0.1235,0.4264,0.1419,0.3348,0.1639,0.1547,0.2047,Train,1.0
5876_01,Eles Cone,Mars,TRAPPIST-1e,52.0,41-60,0,0,D/184/P,D,184,P,5876,3,0,1364,131,444,0,0,1939,1,Faible,0.7035,0.0676,0.229,0.0,0.0,1.0,1,0.6833,0.3167,4,Jeunes Nomades,0.5341,0.4659,0.0255,-0.7166,0.8263,0.3282,-0.1067,0.4964,-0.2912,-0.0061,0.4538,0.6356,0.1434,0.1889,0.1479,0.1477,0.372,Train,1.0
5876_02,Eloos Cone,Mars,55 Cancri e,35.0,26-40,1,0,F/1213/P,F,1213,P,5876,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,4,Jeunes Nomades,0.5341,0.4659,0.0962,0.267,0.7488,-0.2641,-0.0622,0.3651,-0.2346,0.1733,-0.4652,-0.2529,0.1477,0.1645,0.1889,0.1662,0.3326,Train,1.0
5876_03,Wal Cone,Mars,TRAPPIST-1e,22.0,13-25,1,0,F/1213/P,F,1213,P,5876,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.9967,0.0033,4,Jeunes Nomades,0.5341,0.4659,-0.269,0.179,0.8181,-0.376,-0.1195,0.2283,-0.2088,0.2187,-0.1805,-0.2012,0.1279,0.1805,0.1933,0.1499,0.3484,Train,1.0
5877_01,Tyle Carsoning,Earth,TRAPPIST-1e,17.0,13-25,0,0,F/1121/S,F,1121,S,5877,1,1,0,0,1552,0,306,1858,1,Faible,0.0,0.0,0.8353,0.0,0.1647,0.0,0,0.24,0.76,1,Colons,0.3,0.7,-0.4894,-0.456,-0.2467,-0.3096,-0.1003,-0.1914,-0.1913,-0.0493,-0.0306,-0.004,0.0985,0.5057,0.1316,0.1089,0.1554,Train,1.0
5878_01,Duhrak Busive,Europa,55 Cancri e,47.0,41-60,1,0,B/224/S,B,224,S,5878,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,3,Voyageurs Pro,0.7333,0.2667,0.944,0.7765,0.0851,-0.6914,-0.5507,-0.4643,-0.1702,0.1,0.1036,0.3842,0.1859,0.1482,0.166,0.3418,0.158,Train,1.0
5879_01,Whark Cooki,Mars,TRAPPIST-1e,25.0,13-25,1,0,F/1122/S,F,1122,S,5879,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.99,0.01,4,Jeunes Nomades,0.5341,0.4659,-0.2492,0.1988,0.8102,-0.4729,-0.1276,-0.0076,-0.2273,-0.1347,-0.1667,-0.1124,0.1294,0.1847,0.1948,0.1616,0.3296,Train,1.0
5880_01,Leneva Pooley,Earth,TRAPPIST-1e,11.0,0-12,1,0,G/953/P,G,953,P,5880,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8867,0.1133,2,Luxuria,0.638,0.362,-0.4606,1.0247,0.1821,0.485,0.4725,-0.1134,0.1661,0.0753,0.1804,0.327,0.1309,0.1623,0.4018,0.1419,0.163,Train,1.0
5882_01,Celis Morez,Earth,TRAPPIST-1e,17.0,13-25,0,0,F/1214/P,F,1214,P,5882,1,1,18,10,73,0,1049,1150,1,Faible,0.0157,0.0087,0.0635,0.0,0.9122,0.0,0,0.05,0.95,1,Colons,0.3,0.7,-0.5091,-0.4758,-0.2388,-0.2128,-0.0922,0.0445,-0.1728,0.3041,-0.0445,-0.0927,0.0876,0.5611,0.1177,0.0914,0.1421,Train,1.0
5885_01,Danna Oneiles,Earth,TRAPPIST-1e,41.0,41-60,0,0,F/1123/S,F,1123,S,5885,8,0,8,532,0,0,100,640,1,Faible,0.0125,0.8312,0.0,0.0,0.1562,1.0,1,0.7633,0.2367,1,Colons,0.3,0.7,-0.3163,-0.4775,-0.197,-0.2074,0.079,-0.3429,-0.3911,-0.2089,0.142,0.3943,0.1112,0.4552,0.1373,0.1226,0.1737,Train,1.0
5885_02,Philia Oneiles,Earth,TRAPPIST-1e,55.0,41-60,0,0,F/1123/S,F,1123,S,5885,8,0,0,0,0,507,909,1416,1,Faible,0.0,0.0,0.0,0.3581,0.6419,1.0,1,0.7333,0.2667,1,Colons,0.3,0.7,-0.3163,-0.4775,-0.197,-0.2074,0.079,-0.3429,-0.3911,-0.2089,0.142,0.3943,0.1112,0.4552,0.1373,0.1226,0.1737,Train,1.0
5885_03,Glena Oneiles,Earth,TRAPPIST-1e,29.0,26-40,0,0,F/1123/S,F,1123,S,5885,8,0,0,2395,7,20,6,2428,1,Moyen,0.0,0.9864,0.0029,0.0082,0.0025,1.0,1,0.9633,0.0367,1,Colons,0.3,0.7,-0.0045,-0.5363,0.0514,0.2329,-0.0306,-0.1846,-0.032,-0.016,0.0358,0.0108,0.1334,0.3099,0.1474,0.155,0.2543,Train,1.0
5885_04,Aliedy Oneiles,Earth,TRAPPIST-1e,19.0,13-25,0,0,G/954/S,G,954,S,5885,8,0,0,0,0,888,0,888,1,Faible,0.0,0.0,0.0,1.0,0.0,0.0,0,0.09,0.91,1,Colons,0.3,0.7,-0.5323,-0.1039,-0.4565,-0.0042,-0.0421,-0.1915,0.0481,-0.086,0.1149,0.1027,0.0997,0.4786,0.1766,0.1105,0.1347,Train,1.0
5885_05,Philda Oneiles,Earth,55 Cancri e,23.0,13-25,1,0,G/954/S,G,954,S,5885,8,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.92,0.08,2,Luxuria,0.638,0.362,-0.2015,0.8214,-0.1477,-0.1504,-0.3423,-0.0699,-0.1101,-0.0614,-0.0266,0.0817,0.1277,0.1771,0.3725,0.1729,0.1498,Train,1.0
5885_06,Carold Oneiles,Earth,TRAPPIST-1e,32.0,26-40,0,0,G/954/S,G,954,S,5885,8,0,4518,914,0,93,0,5525,1,Moyen,0.8177,0.1654,0.0,0.0168,0.0,0.0,0,0.1333,0.8667,1,Colons,0.3,0.7,-0.0474,-0.1842,-0.1585,0.5383,0.0276,-0.1847,0.2074,-0.0527,0.1813,0.1175,0.1435,0.2883,0.2013,0.1663,0.2006,Train,1.0
5885_07,Ivanna Oneiles,Earth,TRAPPIST-1e,27.0,26-40,0,0,G/954/S,G,954,S,5885,8,0,0,0,0,0,1818,1818,1,Faible,0.0,0.0,0.0,0.0,1.0,0.0,0,0.05,0.95,1,Colons,0.3,0.7,-0.364,-0.1264,-0.3798,0.1858,0.2321,-0.0909,0.2139,-0.1754,-0.0786,0.0073,0.118,0.417,0.1934,0.1174,0.1542,Train,1.0
5885_08,Fayene Oneiles,Earth,TRAPPIST-1e,25.0,13-25,0,0,G/954/S,G,954,S,5885,8,0,0,0,892,0,0,892,1,Faible,0.0,0.0,1.0,0.0,0.0,1.0,1,0.95,0.05,1,Colons,0.3,0.7,-0.5323,-0.1039,-0.4565,-0.0042,-0.0421,-0.1915,0.0481,-0.086,0.1149,0.1027,0.0997,0.4786,0.1766,0.1105,0.1347,Train,1.0
5886_01,Swack Fate,Mars,TRAPPIST-1e,24.0,13-25,0,0,F/1216/P,F,1216,P,5886,2,0,10,49,174,1497,10,1740,1,Faible,0.0057,0.0282,0.1,0.8603,0.0057,0.0,0,0.0233,0.9767,4,Jeunes Nomades,0.5341,0.4659,-0.403,-0.6358,0.3632,-0.3079,-0.0361,0.1428,-0.2422,0.2382,-0.1302,-0.1365,0.1209,0.2786,0.1445,0.1272,0.3288,Train,1.0
5886_02,Cird Fate,Mars,TRAPPIST-1e,30.0,26-40,1,0,E/373/P,E,373,P,5886,2,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1233,0.8767,4,Jeunes Nomades,0.5341,0.4659,-0.0366,0.1518,0.9381,-0.2321,0.3767,0.0854,0.7931,-0.0672,-0.3925,-0.2646,0.1407,0.1639,0.18,0.1493,0.3661,Train,1.0
5887_01,Adrie Cochrisons,Earth,PSO J318.5-22,50.0,41-60,0,0,E/374/P,E,374,P,5887,2,0,781,2,0,61,0,844,1,Faible,0.9254,0.0024,0.0,0.0723,0.0,1.0,1,0.7033,0.2967,1,Colons,0.3,0.7,-0.4233,-0.3296,-0.4394,-0.0012,-0.176,0.1935,0.5045,-0.3039,0.0125,0.3045,0.1002,0.5207,0.1403,0.1021,0.1366,Train,1.0
5887_02,Ryanne Cochrisons,Earth,TRAPPIST-1e,51.0,41-60,0,0,F/1217/P,F,1217,P,5887,2,0,201,574,40,0,11,826,1,Faible,0.2433,0.6949,0.0484,0.0,0.0133,0.0,0,0.21,0.79,1,Colons,0.3,0.7,-0.336,-0.4973,-0.1892,-0.1105,0.0871,-0.1069,-0.3726,0.1444,0.1282,0.3056,0.0882,0.5664,0.1097,0.0909,0.1447,Train,1.0
5888_01,Yogal Blate,Mars,55 Cancri e,27.0,26-40,0,0,F/1218/P,F,1218,P,5888,2,0,1331,0,0,0,0,1331,1,Faible,1.0,0.0,0.0,0.0,0.0,0.0,0,0.09,0.91,4,Jeunes Nomades,0.5341,0.4659,-0.0379,-0.5479,0.2939,-0.196,0.0212,0.2796,-0.268,0.1928,-0.4149,-0.1882,0.133,0.2401,0.1327,0.1294,0.3648,Train,1.0
5888_02,Wifel Blate,Mars,TRAPPIST-1e,35.0,26-40,0,0,F/1218/P,F,1218,P,5888,2,0,750,0,0,0,1065,1815,1,Faible,0.4132,0.0,0.0,0.0,0.5868,0.0,0,0.0367,0.9633,4,Jeunes Nomades,0.5341,0.4659,-0.2347,-0.6583,0.44,-0.1179,0.238,0.2435,-0.0764,0.1487,-0.3236,-0.2319,0.1271,0.2327,0.1375,0.1214,0.3813,Train,1.0
5889_01,Leony Perrerojass,Earth,TRAPPIST-1e,48.0,41-60,0,0,G/954/P,G,954,P,5889,1,1,0,0,790,2368,1292,4450,1,Moyen,0.0,0.0,0.1775,0.5321,0.2903,0.0,0,0.0667,0.9333,1,Colons,0.3,0.7,-0.0624,-0.203,-0.1778,0.5475,-0.0592,-0.2009,-0.1397,0.2304,0.5336,0.5225,0.1406,0.2938,0.1988,0.1691,0.1976,Train,1.0
5890_01,Ambert Woody,Earth,TRAPPIST-1e,27.0,26-40,1,0,G/955/S,G,955,S,5890,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,2,Luxuria,0.638,0.362,-0.2299,0.6884,0.0751,0.1177,0.1487,-0.0054,0.2473,-0.1949,-0.1289,-0.0574,0.0897,0.1237,0.5646,0.1029,0.1192,Train,1.0
5891_01,Bony Steeletters,Earth,PSO J318.5-22,19.0,13-25,1,0,G/955/P,G,955,P,5891,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.96,0.04,2,Luxuria,0.638,0.362,-0.5693,0.8635,-0.2873,0.1799,-0.6025,0.6739,0.1411,-0.0041,-0.0464,-0.0839,0.1462,0.2021,0.3189,0.1616,0.1712,Train,1.0
5894_01,Gabrin Navages,Earth,PSO J318.5-22,18.0,13-25,1,0,G/957/S,G,957,S,5894,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,2,Luxuria,0.638,0.362,-0.5496,0.8833,-0.2951,0.083,-0.6106,0.438,0.1226,-0.3574,-0.0325,0.0049,0.1384,0.199,0.3376,0.1613,0.1637,Train,1.0
5897_01,,Europa,55 Cancri e,25.0,13-25,0,0,C/221/S,C,221,S,5897,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.99,0.01,0,Cryo Corps,0.588,0.412,0.8002,0.298,-0.3372,-0.404,0.1126,0.1702,-0.3665,-0.2634,0.1582,0.0407,0.3695,0.143,0.141,0.2102,0.1361,Train,1.0
5898_01,Lolas Dickley,Earth,55 Cancri e,41.0,41-60,1,0,G/958/S,G,958,S,5898,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.9967,0.0033,2,Luxuria,0.638,0.362,-0.0284,0.7999,-0.098,-0.0481,-0.163,-0.2214,-0.3099,-0.2211,0.1461,0.48,0.1312,0.1652,0.3695,0.187,0.1471,Train,1.0
5900_01,Forms Nutca,Mars,TRAPPIST-1e,62.0,60+,1,0,F/1220/P,F,1220,P,5900,3,0,0,451,0,0,0,451,1,Faible,0.0,1.0,0.0,0.0,0.0,1.0,1,0.94,0.06,4,Jeunes Nomades,0.5341,0.4659,-0.2441,-0.2636,0.646,-0.0853,-0.0548,-0.0153,0.0665,-0.0114,1.2639,-1.5563,0.0839,0.1528,0.1162,0.1006,0.5465,Train,1.0
5900_02,Fispot Nutca,Mars,TRAPPIST-1e,30.0,26-40,1,0,F/1220/P,F,1220,P,5900,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.9933,0.0067,4,Jeunes Nomades,0.5341,0.4659,-0.1006,0.1565,0.8948,-0.186,0.1546,0.329,-0.043,0.1292,-0.3739,-0.2966,0.1325,0.162,0.18,0.1411,0.3844,Train,1.0
5900_03,Gonut Nutca,Mars,TRAPPIST-1e,6.0,0-12,1,0,F/1220/P,F,1220,P,5900,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,4,Jeunes Nomades,0.5341,0.4659,-0.3116,0.5125,0.994,0.0844,0.4704,-0.015,-0.1427,0.0462,-0.0509,0.1765,0.1429,0.1744,0.245,0.1571,0.2807,Train,1.0
5901_01,Kennie Castannison,Earth,55 Cancri e,15.0,13-25,0,0,F/1221/P,F,1221,P,5901,1,1,0,40,0,0,839,879,1,Faible,0.0,0.0455,0.0,0.0,0.9545,0.0,0,0.0467,0.9533,1,Colons,0.3,0.7,-0.3124,-0.3653,-0.3849,-0.2909,-0.309,0.0807,-0.3645,0.3481,-0.1357,-0.049,0.1141,0.4635,0.1425,0.1239,0.156,Train,1.0
5902_01,Igrish Win,Mars,PSO J318.5-22,34.0,26-40,0,0,D/177/S,D,177,S,5902,1,1,162,0,690,28,0,880,1,Faible,0.1841,0.0,0.7841,0.0318,0.0,0.0,0,0.2433,0.7567,4,Jeunes Nomades,0.5341,0.4659,-0.1109,-0.5253,0.5521,0.4743,-0.5051,1.0567,0.097,-0.5412,0.0044,0.1975,0.1652,0.2131,0.1828,0.1657,0.2731,Train,1.0
5903_01,Vivia Doughan,Earth,TRAPPIST-1e,34.0,26-40,0,0,E/376/P,E,376,P,5903,1,1,223,0,13,514,41,791,1,Faible,0.2819,0.0,0.0164,0.6498,0.0518,0.0,0,0.1,0.9,1,Colons,0.3,0.7,-0.2768,-0.503,-0.1188,-0.0688,0.404,-0.0984,0.8291,0.0182,-0.2565,-0.1561,0.132,0.3853,0.1514,0.1226,0.2086,Train,1.0
5905_01,Elindy Byerry,Earth,TRAPPIST-1e,23.0,13-25,0,0,G/959/S,G,959,S,5905,1,1,16,687,1,1,0,705,1,Faible,0.0227,0.9745,0.0014,0.0014,0.0,1.0,1,0.9333,0.0667,1,Colons,0.3,0.7,-0.5323,-0.1039,-0.4565,-0.0042,-0.0421,-0.1915,0.0481,-0.086,0.1149,0.1027,0.0997,0.4786,0.1766,0.1105,0.1347,Train,1.0
5906_01,Dwin Santin,Earth,TRAPPIST-1e,51.0,41-60,0,0,G/957/P,G,957,P,5906,1,1,0,0,207,347,262,816,1,Faible,0.0,0.0,0.2537,0.4252,0.3211,0.0,0,0.09,0.91,1,Colons,0.3,0.7,-0.3789,-0.1452,-0.399,0.1949,0.1453,-0.1071,-0.1332,0.1077,0.2737,0.4123,0.1105,0.4469,0.1828,0.1136,0.1462,Train,1.0
5907_01,Winia Jarvey,Earth,PSO J318.5-22,63.0,60+,1,0,G/960/S,G,960,S,5907,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.99,0.01,2,Luxuria,0.638,0.362,-0.4025,0.856,-0.2199,0.4198,-0.5334,0.1976,0.389,-0.5759,1.4183,-1.3636,0.1276,0.1817,0.3779,0.1595,0.1533,Train,1.0
5908_01,Paulia Brooker,Earth,TRAPPIST-1e,42.0,41-60,0,0,F/1126/S,F,1126,S,5908,1,1,84,392,300,0,0,776,1,Faible,0.1082,0.5052,0.3866,0.0,0.0,1.0,1,0.88,0.12,1,Colons,0.3,0.7,-0.3163,-0.4775,-0.197,-0.2074,0.079,-0.3429,-0.3911,-0.2089,0.142,0.3943,0.1112,0.4552,0.1373,0.1226,0.1737,Train,1.0
5909_01,Luisy Fryan,Earth,55 Cancri e,19.0,13-25,0,0,F/1127/S,F,1127,S,5909,3,0,0,716,0,0,0,716,1,Faible,0.0,1.0,0.0,0.0,0.0,1.0,1,0.89,0.11,1,Colons,0.3,0.7,-0.2926,-0.3455,-0.3927,-0.3878,-0.3171,-0.1552,-0.383,-0.0052,-0.1219,0.0397,0.1206,0.4268,0.1501,0.1405,0.162,Train,1.0
5909_02,Anda Fryan,Earth,TRAPPIST-1e,5.0,0-12,1,0,G/961/S,G,961,S,5909,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.99,0.01,2,Luxuria,0.638,0.362,-0.4409,1.0445,0.1743,0.3881,0.4644,-0.3493,0.1476,-0.278,0.1942,0.4158,0.1334,0.1668,0.3831,0.1513,0.1653,Train,1.0
5909_03,Holey Fryan,Earth,55 Cancri e,2.0,0-12,1,0,G/961/S,G,961,S,5909,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.9867,0.0133,2,Luxuria,0.638,0.362,-0.2441,1.1549,0.0282,0.31,0.2476,-0.3132,-0.0441,-0.2339,0.103,0.4594,0.1315,0.1545,0.4083,0.1567,0.1489,Train,1.0
5912_01,Dianya Joycerton,Earth,TRAPPIST-1e,15.0,13-25,1,0,G/963/S,G,963,S,5912,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,2,Luxuria,0.638,0.362,-0.3983,0.7109,-0.0017,-0.0723,-0.1255,-0.106,0.0815,-0.1055,0.0646,0.038,0.0989,0.1586,0.4814,0.1253,0.1357,Train,1.0
5913_01,Beidus Peterive,Europa,TRAPPIST-1e,36.0,26-40,0,0,D/185/P,D,185,P,5913,1,1,0,6,0,1,1407,1414,1,Faible,0.0,0.0042,0.0,0.0007,0.995,0.0,0,0.0633,0.9367,4,Jeunes Nomades,0.5341,0.4659,0.4005,-0.5276,0.329,0.4248,-0.0956,0.6368,0.1645,0.1571,0.1825,0.1695,0.1916,0.1988,0.1574,0.1723,0.28,Train,1.0
5915_01,Garion Mcneiley,Earth,TRAPPIST-1e,32.0,26-40,0,0,E/382/S,E,382,S,5915,1,1,0,0,39,0,749,788,1,Faible,0.0,0.0,0.0495,0.0,0.9505,0.0,0,0.0967,0.9033,1,Colons,0.3,0.7,-0.257,-0.4832,-0.1267,-0.1657,0.3959,-0.3343,0.8106,-0.3351,-0.2427,-0.0674,0.1371,0.3619,0.1572,0.1362,0.2076,Train,1.0
5916_01,Marky Meltonway,Earth,TRAPPIST-1e,19.0,13-25,0,0,E/383/S,E,383,S,5916,1,1,2,3,450,204,0,659,1,Faible,0.003,0.0046,0.6829,0.3096,0.0,1.0,1,0.7133,0.2867,1,Colons,0.3,0.7,-0.4254,-0.4607,-0.2034,-0.3557,0.1217,-0.4349,0.6448,-0.2457,-0.0492,0.0281,0.123,0.3992,0.1556,0.1354,0.1868,Train,1.0
5919_01,Phonons Heracker,Europa,55 Cancri e,26.0,26-40,0,0,A/55/P,A,55,P,5919,1,1,0,2427,15,5,0,2447,1,Moyen,0.0,0.9918,0.0061,0.002,0.0,1.0,1,0.99,0.01,3,Voyageurs Pro,0.7333,0.2667,1.1503,-0.305,-0.2084,1.1538,-0.633,-0.7869,0.0441,0.4724,-0.6133,-0.1033,0.1937,0.1812,0.1691,0.276,0.18,Train,1.0
5920_01,Celina Buckeenez,Earth,TRAPPIST-1e,33.0,26-40,0,0,F/1223/P,F,1223,P,5920,1,1,48,94,756,308,0,1206,1,Faible,0.0398,0.0779,0.6269,0.2554,0.0,0.0,0,0.1467,0.8533,1,Colons,0.3,0.7,-0.3408,-0.4983,-0.1621,-0.0228,0.182,0.1452,-0.007,0.2146,-0.2379,-0.1882,0.1102,0.4711,0.134,0.103,0.1817,Train,1.0
5921_01,Vandy Campson,Earth,TRAPPIST-1e,38.0,26-40,1,0,G/959/P,G,959,P,5921,2,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.88,0.12,2,Luxuria,0.638,0.362,-0.2497,0.6686,0.083,0.2146,0.1568,0.2306,0.2658,0.1584,-0.1427,-0.1461,0.1021,0.1366,0.5181,0.1081,0.1352,Train,1.0
5921_02,Brance Campson,Earth,TRAPPIST-1e,22.0,13-25,0,0,F/1224/P,F,1224,P,5921,2,0,0,0,859,62,0,921,1,Faible,0.0,0.0,0.9327,0.0673,0.0,0.0,0,0.23,0.77,1,Colons,0.3,0.7,-0.5091,-0.4758,-0.2388,-0.2128,-0.0922,0.0445,-0.1728,0.3041,-0.0445,-0.0927,0.0876,0.5611,0.1177,0.0914,0.1421,Train,1.0
5922_01,Elia Bairdyork,Earth,TRAPPIST-1e,32.0,26-40,0,0,G/960/P,G,960,P,5922,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0833,0.9167,2,Luxuria,0.638,0.362,-0.2615,0.2691,-0.1247,0.3287,0.2527,0.1483,0.2234,0.1896,-0.086,-0.0948,0.1293,0.2257,0.3451,0.1274,0.1725,Train,1.0
5923_01,Oafron Batte,Mars,55 Cancri e,30.0,26-40,1,0,F/1129/S,F,1129,S,5923,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,4,Jeunes Nomades,0.5341,0.4659,0.1159,0.2868,0.741,-0.361,-0.0703,0.1292,-0.2531,-0.1801,-0.4513,-0.1642,0.145,0.1649,0.1873,0.1791,0.3238,Train,1.0
5924_01,Nelley Brantuarez,Earth,TRAPPIST-1e,51.0,41-60,0,0,F/1225/P,F,1225,P,5924,1,1,152,55,25,74,289,595,1,Faible,0.2555,0.0924,0.042,0.1244,0.4857,0.0,0,0.0967,0.9033,1,Colons,0.3,0.7,-0.336,-0.4973,-0.1892,-0.1105,0.0871,-0.1069,-0.3726,0.1444,0.1282,0.3056,0.0882,0.5664,0.1097,0.0909,0.1447,Train,1.0
5925_01,Anchird Rotter,Europa,TRAPPIST-1e,29.0,26-40,0,0,B/226/S,B,226,S,5925,3,0,0,1644,0,0,3780,5424,1,Moyen,0.0,0.3031,0.0,0.0,0.6969,0.0,0,0.07,0.93,3,Voyageurs Pro,0.7333,0.2667,0.925,-0.2076,0.0247,-0.105,-0.36,-0.4277,0.3471,0.2684,0.1389,0.0217,0.1735,0.1395,0.1154,0.4206,0.1511,Train,1.0
5925_02,Medib Rotter,Europa,TRAPPIST-1e,16.0,13-25,0,0,B/226/S,B,226,S,5925,3,0,0,2002,0,96,69,2167,1,Moyen,0.0,0.9239,0.0,0.0443,0.0318,1.0,1,0.9667,0.0333,3,Voyageurs Pro,0.7333,0.2667,0.7566,-0.1851,-0.0521,-0.295,-0.6342,-0.5283,0.1813,0.3578,0.3324,0.1171,0.1593,0.1594,0.1282,0.3951,0.158,Train,1.0
5925_03,Tark Rotter,Europa,TRAPPIST-1e,32.0,26-40,0,0,B/226/S,B,226,S,5925,3,0,0,0,0,241,4757,4998,1,Moyen,0.0,0.0,0.0,0.0482,0.9518,0.0,0,0.01,0.99,3,Voyageurs Pro,0.7333,0.2667,0.925,-0.2076,0.0247,-0.105,-0.36,-0.4277,0.3471,0.2684,0.1389,0.0217,0.1735,0.1395,0.1154,0.4206,0.1511,Train,1.0
5927_01,Duhrak Sysilstict,Europa,55 Cancri e,24.0,13-25,0,0,B/201/P,B,201,P,5927,7,0,0,2421,0,725,2300,5446,1,Moyen,0.0,0.4445,0.0,0.1331,0.4223,0.0,0,0.04,0.96,3,Voyageurs Pro,0.7333,0.2667,0.9337,-0.0944,-0.1903,-0.2762,-0.8429,-0.2563,0.0081,0.7552,0.2273,0.0721,0.1785,0.1565,0.1332,0.3789,0.1529,Train,1.0
5927_02,Naviton Sysilstict,Europa,TRAPPIST-1e,23.0,13-25,0,0,B/201/P,B,201,P,5927,7,0,0,109,0,4810,25,4944,1,Moyen,0.0,0.022,0.0,0.9729,0.0051,0.0,0,0.0033,0.9967,3,Voyageurs Pro,0.7333,0.2667,0.7369,-0.2049,-0.0443,-0.1981,-0.6261,-0.2924,0.1998,0.7112,0.3185,0.0284,0.1645,0.1606,0.1268,0.3858,0.1623,Train,1.0
5927_03,Kraban Sysilstict,Europa,55 Cancri e,46.0,41-60,1,0,B/201/P,B,201,P,5927,7,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,3,Voyageurs Pro,0.7333,0.2667,0.9243,0.7567,0.093,-0.5946,-0.5426,-0.2284,-0.1517,0.4534,0.0898,0.2955,0.1899,0.1442,0.1649,0.3445,0.1565,Train,1.0
5927_04,Alcoran Sysilstict,Europa,55 Cancri e,49.0,41-60,0,0,B/201/P,B,201,P,5927,7,0,0,1264,0,5474,104,6842,1,Élevé,0.0,0.1847,0.0,0.8001,0.0152,0.0,0,0.01,0.99,0,Cryo Corps,0.588,0.412,1.3762,0.0097,-0.6415,-0.5974,-0.0101,-0.037,-0.267,0.3662,0.0916,0.3163,0.3395,0.1499,0.1333,0.2369,0.1403,Train,1.0
